S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
S,200.500,1969, 4 ,BIO,TITANIUM,-200.0
